M	FRENCH CAMPER.	Bonjour. Ca va?
F	HANNA	Ca va. Oui. Bien... HANNA starts efficiently helping SEB erect the children's RACHEL and MILES start blowing up two inflatable mattresses.
F	RACHEL	Maybe we could all go for a walk when we've put the tent up.
F	SOPHIE	No thanks. HANNA looks off to the tree line. In the distance she spots a One of the boys enters the shop. He looks at HANNA as he HANNA gets up and posts the card.
F	RACHEL	I just feel connected when I'm in the countryside. The city stifles me... emotionally, creatively. HANNA'S attention is elsewhere, she's spotted something in
M	RACHEL (CONT'D)	Anyway, I was very young when I... Seb and I.... He was so impressive. HANNA suddenly runs into the woods.
M	RACHEL (CONT'D)	Hanna?!
F	SOPHIE	It's probably just a bunch of Spanish farmers, mum. We're hardly going to be out all night.
F	RACHEL	You're not going, Sophie. No way, Jose. HANNA appears from the woods carrying TWO SKINNED RABBITS.
F	HANNA	Food. SOPHIE lets out a shriek of nervous laughter, while SEB and
M	MILES	That's gross.
F	SOPHIE	I don't know why I'm doing this, you're going to steal all the best men off of me.
F	HANNA	What do you mean?
F	SOPHIE	Though quite frankly I don't need more digits than I've got right now. Loads. Loads and loads. HANNA watches herself in the mirror. Mascara, eye liner. She
F	HANNA	It's like paint.
F	SOPHIE	Don't lick it off. SOPHIE finishes HANNA's face, looks at her in the mirror.
M	SOPHIE (CONT'D)	You're gorgeous.
F	HANNA	I can't walk in this.
F	SOPHIE	You look hot.
F	HANNA	Where are we going?
F	SOPHIE	Shhhhh! HANNA uncomfortable with the situation.
F	HANNA	I shouldn't take unnecessary risks.
F	SOPHIE	Says who? SOPHIE heads off down the road. HANNA weighs the situation and then quickens her pace to The girls approach a bar and SOPHIE goes to order. She's
F	SOPHIE	Vodka. Two. The bartender shakes his head and holds up two bottles of
M	BARTENDER	Water only. No booze. Meanwhile HANNA spots FELICIANO, the handsome SPANISH BOY SOPHIE comes back with two bottles of water and hands one to
F	HANNA	What do they call this music?
F	SOPHIE	Banging. HANNA stares at the dancers, people losing themselves in it - ISAACS enters the rave followed by two of his HENCHMEN. They ISAACS sidles over to the DEALER and his PUNTER. The PUNTER,
M	ISAACS	What you got?
M	DEALER	Nothing man. That guys just a friend. ISAACS frisks the DEALER, nothing. He turns the DEALER ISAACS samples the powder and pockets the lot.
M	DEALER (CONT'D)	Hey, you're not police. What the fuck? ISAACS turns as he walks away and puts a finger to his lips.
M	ISAACS	Ssh. Back near the bar HANNA and SOPHIE are approached by a couple
M	SPANISH BOY	Where are you from? The girls just look at each other.
M	SPANISH BOY (CONT'D)	English? American? You like to party? They watch, puzzled, as SOPHIE smiles disinterestedly and
F	HANNA	Will you teach me to do dancing?
F	SOPHIE	It's easy. HANNA and SOPHIE walk onto the dance floor and begin to HANNA starts by dancing like a five year-old, swinging her ISAACS is searching through the crowd. He eyes the bodies He takes another dab of the white powder and rubs it into his Back on the dance floor, HANNA and SOPHIE are dancing. He's after you.
F	HANNA	How can you tell?
F	SOPHIE	Duh, look at the way he's looking at you. He's gorgeous. FELICIANO'S FRIEND approaches SOPHIE, he's not bad looking
M	FELICIANO'S FRIEND	What's your name?
F	SOPHIE	Sophie.
M	FELICIANO'S FRIEND	Have you come here before?
F	SOPHIE	All the time.
M	FELICIANO'S FRIEND	Really? You dance well.
F	SOPHIE	So do you. HANNA and FELICIANO hold eye contact. HANNA and FELICIANO begin to dance around each other, their From some distance away ISAACS spots HANNA. He smiles and SOPHIE and the FRIEND are kissing. HANNA sees this and The crowd is jumping. HANNA feels FELICIANO'S hand take hers, she flinches a ISAACS is getting closer, his eyes flashing eerily in the HANNA and FELICIANO are in a world of their own.
F	HANNA	Are we going to kiss now?
M	FELICIANO	Would you like to?
F	HANNA	Kissing requires a total of thirty- four facial muscles. Their lips are almost touching.
M	HANNA (CONT'D)	The most important muscle involved is the orbicularis oris muscle, which is used to pucker the lips - He kisses her. HANNA closes her eyes. ISAACS moves in. FELICIANO becomes more ardent, puts his arms around her HANNA snaps. In a few swift moves, HANNA pulls FELICIANO round and throws
F	SOPHIE	Hanna! Holy crap...
M	FELICIANO	Please, don't hurt me. Please, tell your friend... HANNA looks up at SOPHIE. Now that she has FELICIANO on the
F	HANNA	Should I let him go?
F	SOPHIE	As opposed to what? Yes, you should let him go. HANNA leans in to whisper into FELICIANO'S ear.
F	HANNA	I'm going to go now.
M	FELICIANO	Sure.
F	HANNA	It was nice. And she's gone, pulling SOPHIE away through the crowd. HANNA and SOPHIE move quickly through the crowds towards the
F	SOPHIE	Oh, my God, Hanna. I thought you were going to kill him. Where d'you learn to do that?
F	HANNA	My father taught me. They escape through a hole in the perimeter fence. An immaculately tidy lounge in a small apartment on the
F	KATRIN	Who is it? No reply. KATRIN puts the safety chain across the door and
F	MARISSA	Hello Katrin. KATRIN slams the door shut in fright and double locks it. Thinking the apartment is secure, she tries to catch her She turns to face the intruder... MARISSA standing, waiting
F	KATRIN	You look different in pictures.
F	MARISSA	Well here I am in the flesh. KATRIN'S mouth twitches with all the imagined conversations
M	MARISSA (CONT'D)	Has Erik Heller contacted you?
F	KATRIN	Erik's dead. MARISSA sits calmly in an old arm chair.
F	MARISSA	Huh, if only.
F	KATRIN	If he's alive why would he contact me?
F	MARISSA	That depends on whether you believe he's innocent, or not.
F	KATRIN	I'm an old woman with a broken
F	MARISSA	- What's in the past, stays in the past, right?
F	KATRIN	Something like that.
F	MARISSA	So why all the years of snooping around and sticking your nose in?
F	KATRIN	You'd understand if you had kids. She turns her back on MARISSA.
F	MARISSA	Kid's, they fuck you up, don't they? MARISSA stands up, puts a 9mm to the back KATRIN'S head and KATRIN drops to the floor revealing a framed, blood
F	SOPHIE	Can't you sleep?
F	HANNA	No.
F	SOPHIE	Me neither. SOPHIE pauses. Looks at her.
M	SOPHIE (CONT'D)	Hanna?
F	HANNA	Yes?
F	SOPHIE	Where do you really come from?
F	HANNA	Leipzig, I live in Leipzig - SOPHIE looses her patience.
F	SOPHIE	If we're going to be friends you have to be honest with me. Them's the rules. HANNA is taken aback.
F	HANNA	Are we friends?
F	SOPHIE	Yes. I like you.
F	HANNA	I'd like to have a friend.
F	SOPHIE	I mean you're a freak and everything, but I like you.
F	HANNA	I like you too. I really do. But there are things I can't tell you. Do you understand?
F	SOPHIE	Yes... Actually, no, I don't.
F	HANNA	There are people that want to harm me. Bad people.
F	SOPHIE	I see.
F	HANNA	And they wont stop.
F	SOPHIE	Right.
F	HANNA	So for your own safety... HANNA looks into SOPHIE'S eyes.
M	HANNA (CONT'D)	Can we still be friends?
F	SOPHIE	I don't know. I mean, I don't really know who you are. Do I?
F	HANNA	That's just it. Neither do I. She reaches into her bag. Brings out the DNA report. Shows it
F	SOPHIE	What is it?
F	HANNA	I think it's about me. DNA is kind of how we're made I think. I mean who we are. They look at it.
F	SOPHIE	What will you do?
F	HANNA	I'm going to Berlin. I have to meet my father at the house of Wilhelm Grimm.
F	SOPHIE	As in âGrimm's Fairytalesâ?
F	HANNA	That's right. SOPHIE sighs at HANNA.
F	SOPHIE	If you say so.
F	HANNA	Did I say the wrong thing again? SOPHIE looks at HANNA, sees she's vulnerable. She takes a
F	SOPHIE	Keep this. To remember me. HANNA takes it, puts it on. Moved. Looks at SOPHIE.
M	SOPHIE (CONT'D)	It's a friendship bracelet.
F	HANNA	Thank you. HANNA stares at the ceiling, looks over at SOPHIE who's He is in the slightly dated suit he wore when he left the
M	ERIK (SIGHS, EXHAUSTED)	I need a room.
M	RECEPTIONIST	Yes of course.
M	ERIK	I stayed here fifteen years ago. It hasn't changed.
M	RECEPTIONIST	We don't much like change here.
M	ERIK	Neither do I.
M	RECEPTIONIST	Name?
M	ERIK	Olsson. Peter Olsson.
M	RECEPTIONIST	You have some post. She turns and retrieves HANNA'S POSTCARD from the mail rack
M	ERIK	Thank you. ERIK reads: âMission accomplishedâ
M	RECEPTIONIST	Have you heard about the manhunt? A man has killed two coastguards. Everybody is being asked to keep an eye out.
M	ERIK	For what exactly?
M	RECEPTIONIST	I don't know. He smiles. She takes a closer look and notices goose fat
F	HANNA	How long until you drop me off?
F	RACHEL	We should have you there by dinner time. From Lille you can get a train to Berlin. Leipzig's just a few hours further. HANNA and SOPHIE exchange a look.
M	ISAACS	Wake up. It's them. He jumps in the passenger seat whilst the driver revs the The BMW pulls out in front of an oncoming truck narrowly
M	ISAACS	Keep your distance.
M	RECEPTIONIST	Is that the police? Yes, I don't want to trouble you but I have a new guest you may wish to know about. POV - from a walkway above the station - someone is watching He moves off and enters a small bar. As he does two new men, AMERICAN SPECIAL OPS, run round the From the fire exit, the DANISH AGENTS EMERGE and after There's a brief exchange of blows. One of the SPECIAL OPS draws his hand gun. HELLER leans in and takes from the man's pocket his HELLER makes a run for it. One of the SPECIAL OPS lets off a Following in the black BMW, a few cars behind, ISAACS and his
F	HANNA	...they can live at freezing temperatures for up to nine months without food. Imagine that, nine months.
F	RACHEL	Why do you know so much about fleas?
F	HANNA	I read it in my Encyclopaedia. HANNA is looking in the side view mirror. She sees ISAACS BMW Also, they can jump around 200 times their own body length, which makes them the best jumpers of all known animals except for the froghopper. Now they can really jump. RACHEL makes a turn and HANNA checks the side view mirror
F	RACHEL	Everything all right?
F	HANNA	I think so. But HANNA'S face betrays her concern.
M	JOANNA (V.O.)	Mama, I know you're disappointed in me, I know it. I'm so sorry, Mama. But I have found maybe a way to make it better... I'm in a program now... a program to make babies stronger. In an adjoining bathroom MARISSA, in a pair of cotton
M	JOANNA (V.O.)	An American program. It's very scientific. Important scientific work. Still brushing MARISSA walks through to the tape machine and
M	JOANNA (V.O.)	Erik says he can get these tapes to Bastard. - He says I look beautiful. I don't feel beautiful... MARISSA doesn't care, fast forwards. Play -
M	JOHANNA (V.O.)	...I'm not sure if it's true that the baby can hear, but at night I sing. I hope it hears me. MARISSA listens, for some unknown reason to MARISSA this The phone rings.
F	MARISSA	What?
M	RECEPTIONIST	Frau Wiegler, this is reception. I have one Erik Heller for you. MARISSA stops dead.
F	MARISSA	Put him on. You were supposed to be dead.
F	MARISSA	So were you.
M	ERIK	Well, here we are.
F	MARISSA	How did you know I was here?
M	ERIK	I killed one of your men. Got his cellphone. You've gotten soft.
M	MARISSA (O.S.)	No, I just grew up. The world's changed since you died.
M	ERIK	You got kids?
F	MARISSA	No, I made choices.
M	ERIK	Hanna's practically yours, you know? This goes straight to an ache that's been building in
F	MARISSA	Not interested. But she is.
M	ERIK	She's true and good and funny. Yeah, she's funny. She's special. You should see her.
F	MARISSA	I'm looking forward to it.
M	ERIK	You'll have to catch her first. The line goes dead. MARISSA puts the phone down and sits Was it like this for you, Mama? I think I know what the baby looks like. I think it's a girl -- I hope so.
M	JOANNA (V.O.)	I wonder who she'll be? I hope she's smart. I hope she's a stronger person than I am. RACHEL is still at the wheel, watching the bright headlights
F	RACHEL	Shit. Shit, shit, shit. I think we're lost, Hanna. HANNA checks the side view mirror again and sees ISAACS BMW.
M	RACHEL (CONT'D)	I'm going to pull over.
F	HANNA	No, don't.
F	RACHEL	I need to check the map. On either side of the road is an enormous container park. The
F	RACHEL	Why won't that car pass? He has his lights on high beam, I was doing everything I could to get out of the way... SOPHIE wakes up in the back.
F	SOPHIE	Are we stopped? I need to pee.
F	RACHEL	Well, I don't want you going too far right now.
F	HANNA	I think you should stay where you are, Sophie. HANNA doesn't take her eyes off the mirror. She can see the
F	RACHEL	Hanna, what's going on. Seb wake up.
F	HANNA	Please.
F	SOPHIE	This is creepy. You're creeping me out. Are we in Lille?
F	HANNA	I'm sorry. But you really mustn't get out of the van. HANNA climbs into the back of the van and comes very close to What ever you do, don't follow me. Promise not to follow me.
F	SOPHIE	I promise.
F	RACHEL	Hanna, tell me what's going on or Seb will go over to that car and find out.
M	SEB	Like fuck I will. Everyone stay put. Where's my phone? Thank you for being my friend. HANNA looks back at the BMW. All at once all four of the car In a flash, HANNA pulls open the van's side door and bolts
F	RACHEL	Hanna! RACHEL sees ISAACS and one of the HENCHMEN chase after HANNA. ISAACS and his HENCHMAN follow at speed. ISAACS voice comes echoing through the maze.
M	ISAACS (O.S.)	Don't be a silly girl, Hanna. You need to come with me now. I know where your papa is. She listens. ISAACS, his gun in hand, calls out again.
M	ISAACS (CONT'D)	He wants to talk to you, Hanna. He misses you. The HENCHMAN appears directly behind HANNA. HANNA double- HANNA pulls herself up the side of the containers and The HENCHMAN appears having climbed up too. ISAACS follow below. HANNA jumps an enormous gap between two containers and right HANNA slips and tumbles but catches the edge of one of the She's running now through a maze of tight alleys between the She's trapped.
M	ISAACS (CONT'D)	Just take it easy. HANNA makes her decision and runs straight at ISAACS. She rolls and springs to her feet. The HENCHMEN follow but HANNA is too quick. HANNA reaches the edge of an industrial canal from where the A large industrial barge is passing beneath. HANNA jumps and SEB paces around his cell. RACHEL sits stoically in hers. MARISSA walks into SOPHIE'S cell.
F	MARISSA	Would you please stop crying?
F	SOPHIE	I'm not telling you anything.
F	MARISSA	Honey, your friend is in a lot of danger. You need to help us find her.
F	SOPHIE	I don't know where to find her! MARISSA grits her teeth, shows SOPHIE a photo of FELICIANO.
F	MARISSA	Do you know him?
F	SOPHIE	No.
F	MARISSA	He knows you. MARISSA now in RACHEL'S cell.
F	RACHEL	We gave her a ride because we thought she was in trouble.
F	MARISSA	But you knew she didn't have a passport. You smuggled her into port and helped her illegally gain
F	RACHEL	She said she lived in Leipzig. She went to the Klaus Kohle Gymnasium.
F	MARISSA	There is no Klaus Kohle Gymnasium. It closed five years ago. Shock on Rachel's face.
M	MARISSA (CONT'D)	Did she give any idea of where she was going? Rachel wracks her brains.
F	RACHEL	She said she was going home, to Leipzig. She seemed lost. Like she needed taking care of. You understand. MARISSA shows her the photograph of JOANNA ZADEK.
F	MARISSA	This was Hanna's mother, Joanna Zadek. Fifteen years ago Hanna's father shot her to death on a camping holiday by the Baltic. RACHEL swallows, goes pale. MARISSA now in SEB'S cell.
M	SEB	She was odd. I'll give you that. Disconnected. I mean I get on with most kids, you know, have a rapport. But, this one -
F	MARISSA	You know, Mr Lyall, it's days like these that I really hate my job.
M	SEB	I'm sure you do.
F	MARISSA	It's a very, very difficult thing to do.
M	SEB	Absolutely.
F	MARISSA	But sometimes children are bad people too. MARISSA in MILES'S cell. MILES is terrified of MARISSA. She
M	MARISSA (CONT'D)	I'm not going to hurt you. MILES shrinks from her touch.
M	MARISSA (CONT'D)	Miles is a nice name. Are you a nice boy? She strokes MILES' hair and immediately he starts crying SEB pounds on the wall from his cell.
M	SEB	Hey what's going on in there? We don't have to put up with this! We're in the EU, Goddammit!
F	MARISSA	Three days ago Hanna's father killed two Danish policemen on a beach with a hunting knife.
M	SEB	Where is he now?
F	MARISSA	He's still at large and he's still very dangerous. We need to find Hanna before he does. Pause. SOPHIE thinks about it but clams up. Marissa notices.
M	MARISSA (CONT'D)	If you know anything at all, it's vital you tell us for her own safety. We are now very worried about her. But SOPHIE doesn't say a word.
F	RACHEL	Sophie? Still nothing. They all look at her. MILES suddenly speaks.
M	MILES	She's going to Berlin. To Wilhelm Grimm's house.
M	SOPHIE (TO MILES)	You little bastard!
F	RACHEL	How did you know that?
F	SOPHIE	You fuckwad! SOPHIE slaps MILES over the back of the head but SEB pushes
M	SEB	Hey hey hey! Sophie for God's sake. The passenger door next to her opens and ISAACS gets in.
M	ISAACS	I've looked through Heller's contacts from the 1980's. There's no one called Wilhelm.
F	MARISSA	Wilhelm Grimm wrote fairy-tales. He died two hundred years ago. MARISSA hands ISAACS a brown envelope containing one of the
M	ISAACS	What the hell is this? MARISSA smiles slightly.
F	MARISSA	Wilhelm's house. Drive on. People swarm around her but pay her no mind. HANNA stands in front of the house in deep anticipation. She
M	KNEPFLER	Excuse me young lady? It is the man from the photo, but twenty years older. Small,
F	HANNA	Are you Wilhelm Grimm?
M	KNEPFLER	Not exactly, but it'll do for now. Come this way. He leads her inside.
M	KNEPFLER	So you are Hanna. He puts out his hand to shake.
M	KNEPFLER (CONT'D)	It's very nice to meet you, Hanna. HANNA smiles and shakes his hand, she likes him already.
M	KNEPFLER (CONT'D)	My real name is Knepfler. Herr Knepfler. I'm an old friend of your father's. I am a sort of âcaretakerâ here.
F	HANNA	What happened to it? No car park. You need a car park these days, otherwise people wont come. But somebody has to watch over it...
F	HANNA	It's beautiful.
M	KNEPFLER	I like it too. Erik used to come here a great deal.
F	HANNA	Have you heard from him? He nods.
M	KNEPFLER	You must wait. He will be here soon. HANNA stares, not quite believing. HANNA stares out the window, thinking all this through.
M	KNEPFLER	Please, sit down. HANNA sits at the old kitchen table on a wooden bench, while
M	KNEPFLER (CONT'D)	Would you like an egg? They're fresh.
F	HANNA	Please. HANNA takes an egg, breaks it and swallows it raw.
M	KNEPFLER	You'll need a fresh photograph. Don't get it wet. HANNA looks at the passport with a new name - ANNA-MARIE
F	HANNA	I don't really understand.
M	KNEPFLER	ID. Identity. It tells people who you are. She stares at the passport with the blank space for her
M	KNEPFLER (CONT'D)	There is an apartment ready for you in the south. Erik will come and the car will take you there today. You will live there now.
F	HANNA	Do I have to?
M	KNEPFLER	Don't you want to?
F	HANNA	I don't know. I miss the forest. I miss my home.
M	KNEPFLER	That's to be expected. But the city is so exciting, don't you think?
F	HANNA	I suppose. She drinks her water, thinking.
M	HANNA (CONT'D)	Did you know my mother?
M	KNEPFLER	I did.
F	HANNA	What was she like?
M	KNEPFLER	She was very gentle, she was very funny, very talented - a singer - did you know that?
F	HANNA	Yes...
M	KNEPFLER	She had your eyes. He smiles at her. She here's a noise outside and runs to look out the window.
F	HANNA	It's him.
M	KNEPFLER	Quick. KNEPFLER leads HANNA out of the kitchen.
M	KNEPFLER	Upstairs. There's a knock at the door. HANNA begins to climb the stairs while KNEPFLER approaches There's another knock at the door. She can hear the sound of ISAAC'S MEN starting to spread
M	KNEPFLER (O.O.V)	Listen to me, listen. There is no one here. There is nobody up there... Check the attic. Footsteps to the attic.
F	MARISSA	Erik Heller? Do you know him?
M	KNEPFLER	I have never heard of him.
F	MARISSA	Really? MARISSA shows him the photograph of JOANNA, ERIK and KNEPFLER
M	KNEPFLER	I don't know these people.
F	MARISSA	Think very carefully He shrugs and MARISSA grabs KNEPFLER by the throat. He speaks
M	KNEPFLER	He called me. She's coming soon. To meet him.
F	MARISSA	When?
M	KNEPFLER	Tomorrow! Tomorrow morning. MARISSA lets him go. She turns to ISAACS.
F	MARISSA	Take him in there. Find out what he knows. The green shoes come close and HANNA feels the mattress
F	MARISSA	Lewis. It's Marissa. HANNA hears the name. The name of the woman she thought she
M	MARISSA (CONT'D)	You got anything? He's coming here. I can smell it. Double the men. But, Lewis, I want to talk to him. HANNA hears MARISSA hang. Another pair of shoes enter the
M	ISAACS	His name's Klaus Knepfler. He used to send Heller's things from Berlin before the Communists were kicked out of Prague.
F	MARISSA	How much does he know about the programme?
M	ISAACS	Everything. He knew Johanna.
F	MARISSA	What does he know about the child?
M	ISAACS	He also thinks Erik's the father.
F	MARISSA	Well that's good.
M	ISAACS	Everybody thinks Erik's her father. Erik probably thinks he's her father. They snigger. HANNA's eyes widen in shock. She can barely
F	MARISSA	Crazy bastard. You got a fix on him yet?
M	ISAACS	Let's see what else Knepfler has to offer. He leaves her. MARISSA suddenly senses something. Did she
M	OWNER	Excuse me. You have to pay first.
F	HANNA	How much?
M	OWNER	3 Euros for half an hour. She looks at the money that Knepfler gave her. It contains
F	HANNA	How does it work?
M	OWNER	You've never used the internet?
F	HANNA	No. He smiles in amazement and logs on for her. The owner brings
M	OWNER	Just type whatever it is you're looking for here. He walks away and HANNA slowly starts to type. She types in HELLER watches for a moment or two. HELLER crouches back down against the wall, thinking Phrases from the text leap out at her. âAn interfering HANNA stands in shock. She reads again. âIntervention to the HANNA deletes the page. Sits in shock. Then writes in her Immediately the article about JOHANNA's death comes up. HANNA
M	ISAACS	Isaacs. He listens. Puts the phone down.
M	ISAACS (CONT'D)	A public computer at a Berlin internet cafe just did a web search for âDNA Interfering Sequenceâ.
F	MARISSA	Hanna?
M	ISAACS	Next they searched the name Johanna Zadek. MARISSA stops dead. Looks at ISAACS.
F	MARISSA	She's not coming here. HANNA gets out of the taxi and looks up at an enormous grey She approaches the entrance and looks on all the buzzers. A door further along opens. Kurdish music pours out. A
F	HANNA	Excuse me. I'm looking for Joanna Zadek's house. Can you help? The KURDISH WOMAN wont look HANNA in the eye as she passes.
M	KURDISH WOMAN	I don't speak German. HANNA kicks at the door but knows it won't be answered so HANNA walks round to the back door of the apartment and HANNA quickly moves to the door, tries to force it. She looks HANNA steps back and gags. She backs out of the kitchen and into the hall. Turns and The lounge has been over thrown. Cushions ripped, shelving HANNA turns, walks back down the hall and passes a door to a HANNA begins to search the room for clues. Anything that will
M	ERIK (V.O.)	You won't find anything. HANNA turns in shock.
M	ERIK	Marissa would have been much too careful for that. HANNA stares at him. ERIK HELLER.
M	ERIK (CONT'D)	Sit down Hanna.
F	HANNA	Are you my father?
M	ERIK	Sit down.
F	HANNA	Are you my father?
M	ERIK	Please.
F	HANNA	Are you? Moment of electric silence between them. ERIK does nothing
M	ERIK	I was going to tell you. HANNA sinks to the floor. Breathing fast.
F	HANNA	What's wrong with me? ERIK flinches slightly.
M	ERIK	Nothing.
F	HANNA	Where was I born? ERIK knows he has to tell the truth.
M	ERIK	At Galinka.
F	HANNA	What's that?
M	ERIK	It was a secret CIA research programme in rural Poland.
F	HANNA	What kind of research?
M	ERIK	Children. HANNA stares at ERIK.
M	ERIK (CONT'D)	It was run by Marissa Wiegler. The science came from the old East Germany. The money from the CIA. The intention was to explore whether small genetic changes could be made to embryos... to improve Improve? ERIK looks at her. She looks so young, so numb, so lost.
M	ERIK	Reduce capacity for fear. For pity. Increase muscle strength. Heighten senses. Anything that might make a better soldier. HANNA looks up, stares at him. It's her he's talking about.
F	HANNA	How did you know about it? ERIK's stares right at her.
M	ERIK	I worked for it. She stares at him. He hands her a piece of paper from his This is what you were looking for. HANNA reads. It is an invitation to Johanna Zadek to
M	ERIK (CONT'D)	I recruited your mother at an abortion clinic in May 1994. She was about to terminate an unwanted pregnancy. Some boy at a disco. HANNA looks at the paper in shock.
M	ERIK (CONT'D)	I had recruited twenty women. She was the last. She was different. Two years later I heard the programme was to be terminated. The research âdisposed ofâ.
F	HANNA	Disposed of?
M	ERIK	I tried to save all of you. But you were the only one I was able to rescue. HANNA stands in shock. She reaches to the window of the room
M	ERIK (CONT'D)	Hanna listen to me.
F	HANNA	Keep away from me. ERIK approaches her. With real conviction.
M	ERIK	It worked. You worked.
F	HANNA	You mean I'm a killer?
M	ERIK	No... no.. He makes to touch her. HANNA springs back in violent
F	HANNA	Don't touch me.
M	ERIK	We have a new identity for you. A new life. A new beginning. She stares at him, then pushes past him. ERIK stops, pushes
M	ERIK (CONT'D)	Don't. She attacks, ERIK pushes her to one side, grabs her. A fight
F	HANNA	Let me go. He releases her. She goes to the door.
M	ERIK	I tried to prepare you for what your life would be.
F	HANNA	You didn't prepare me for this. And her look is so full of pain that in that moment ERIK
M	ERIK	Hanna wait. He looks out to watch her go. It's then ERIK sees the cars ERIK turns in panic. And dashes back into the apartment, runs ERIK comes out of the main entrance and runs into full view MARISSA sees ERIK leaving the front of the apartment block.
F	MARISSA	That's him. And the car swerves to follow him. Thus moving unknowingly Just as he has done this ISAACS' HENCHMAN approach from the
M	MARISSA (O.C.)	Drop it. MARISSA steps out of the doorway, her gun trained on him. Silence between them. He turns to look her in the eye.
M	ERIK	So go ahead. She stares at him. Wants to make this as painful as she can
F	MARISSA	You know I'll find her.
M	ERIK	Don't under estimate what you created.
F	MARISSA	What we created, together.
F	MARISSA	Truth is I was always very fond of you.
F	MARISSA	Leave him here. And they all walk away leaving him alone in the East Berlin HANNA makes a decision. She is going back to where she was
M	ISAACS	They had a fight.
F	MARISSA	She must know the truth.
M	ISAACS	Where do you think she's gone?
F	MARISSA	Where would you go? MARISSA turns to ISAACS.
M	MARISSA (CONT'D)	I'm closing the CIA operation down. Heller is dead, that's all that matters to them. This we do alone. In the same carriage a Polish woman sleeps alongside her
F	HANNA	I am looking for a train to Galinka.
M	GUARD	Galinka is a small village. No trains. You must wait for bus in the morning.
F	HANNA	Where can I stay? He points. HANNA sees the hotel.
F	HANNA	Do you have a sandwich?
M	BARMAN	Kitchen is closed. The BUSINESSMAN speaks in German.
M	BUSINESSMAN	Get her something. Poor girl's hungry. The barman disappears. HANNA looks round, waits.
M	BUSINESSMAN (CONT'D)	I'm from Leipzig. HANNA flinches at the name. Leipzig.
M	BUSINESSMAN (CONT'D)	You?
F	HANNA	The same.
M	BUSINESSMAN	Business? He looks at her body. HANNA senses it. Her sandwich arrives.
M	BUSINESSMAN (CONT'D)	Where are you going?
F	HANNA	I am tired. I need to sleep. She leaves the bar. HANNA walks back up the stairs.
M	BUSINESSMAN	Hello? She walks along the corridor, gets to her room. BUSINESSMAN
M	BUSINESSMAN (CONT'D)	I was just making nice conversation. Yes? As she enters her room, he puts his foot in the door.
M	BUSINESSMAN (CONT'D)	Let's talk. Maybe we can do business. HANNA kicks his foot out of the door. Hard.
M	BUSINESSMAN (CONT'D)	You don't like talk, huh? He barges into the room and grabs her. Tries to push her on
M	BUSINESSMAN (CONT'D)	Be nice. Be a nice little dolly. HANNA is thrust on to the bed, but suddenly turns him over When she looks up she sees his mangled bloody body lying next HANNA suddenly recoils in horror. Shocked by the viciousness Tears begins to run down her cheeks as HANNA grabs the man's
F	HANNA	I have this much. Can you take me to Galinka? Suddenly the taxi stops.
M	DRIVER	This is as far as the money gets you. HANNA looks out. Middle of nowhere.
F	HANNA	How much further?
M	DRIVER	Twelve miles.
F	HANNA	Please. But no smile from him, nothing. HANNA gets out. Starts to She is alone in the forest, freezing, shattered, hungry. Just She hears a car approach. Tries to hail it but it flies past She continues in the freezing cold - sees the road ahead. Time passes. Still she walks. Dead on her feet. Gathering Then the sounds of another car. But it too just flies by, HANNA almost collapses in frustration. But carries on. Time passes. Freezing cold. HANNA alone on the road. Can she Then another car. HANNA turns, waves, cries out. And, almost
M	HANNA (CONT'D)	I'm going to Galinka. Can you help me? A woman's voice, German, in German.
M	WOMAN (V.O.)	Yes I can take you there. And as HANNA gets in, she looks at the comforting, smiling MARISSA speaks in perfect German. Calm, soft, comforting.
F	MARISSA	It's a very dull place Galinka. Why would you want to go there?
F	HANNA	I was born there. But I've never really seen it. Why are you going?
F	MARISSA	I have some business to sort out. She looks at her and smiles a sunny, uncomplicated smile.
M	MARISSA (CONT'D)	It's very lucky we ran into each other, don't you think?
F	HANNA	Yes...
F	MARISSA	You've hurt your arm.
F	HANNA	It's okay. MARISSA hands her some tissue. HANNA bandages the arm.
F	MARISSA	I'm Astrid.
F	HANNA	You're not German. Are you American?
F	MARISSA	That's right. I lived there for many years. I travel a lot. MARISSA smiles at her kindly. HANNA feels safe for the first
M	MARISSA (CONT'D)	Oh dear, what's wrong with you?
F	HANNA	Sorry.
F	MARISSA	It's okay. Are you in trouble? HANNA nods. She fights the tears.
M	MARISSA (CONT'D)	What sort of trouble?
F	HANNA	I don't know what to do. Nothing is what I thought it would be. It's... ugly and cruel and I don't know where to go, or... I'm stupid. I don't know what I expected... MARISSA secretly, genuinely affected by this. Fights the
F	MARISSA	Sometimes I feel the same way. HANNA eyes her, surprised to hear this from a grown up woman.
F	HANNA	I like music.
F	MARISSA	Sleep why don't you? You look very tired. It will take half an hour on this road. HANNA nods. She begins to drift off, so long since she has
F	HANNA	Where are we? MARISSA calms herself instantly.
F	MARISSA	Nearly there. HANNA doesn't see MARISSA'S SHOES. This is it.
F	HANNA	It's so small.
F	MARISSA	Yes. Just a few cottages. And the old bunker. HANNA chooses not to ask any more questions.
F	HANNA	Thank you for the ride. You're very kind.
F	MARISSA	I wish there was more I could do for you. MARISSA looks kindly at HANNA who is confused by the
M	MARISSA (CONT'D)	Here, take this. HANNA switches the torch on and off, thinking.
